"month","count","level_2","mean","median","p25","p75","p9","p91","model","region","wateryear","source","cropname","include","num_days","crop_acft"
"AUG",102841,2004,60.0543557530557,57,55,59,49,60,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Riparian","no",31,13969.5234468525
"AUG",269317,2005,42.5041939424544,33,29,35,22,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Upland Herbaceous","no",31,25892.0442333712
"AUG",338264,2006,41.7707825840172,21,15,24,14,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Urban","no",31,31959.4413836549
"AUG",274361,2007,74.3533884189079,75,72,77,65,77,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Water","no",31,46141.7359595621
"AUG",119754,2008,38.6808958364647,33,30,34,30,36,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,10477.4920465868
"DEC",6960,0,129,129,129,129,129,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson",NA,"no",31,2030.81207754504
"DEC",387760,1,20.4230322880132,12,12,13,11,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Alfalfa","yes",31,17912.4098758324
"DEC",417357,23,14.0113380151765,12,12,13,11,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Corn","yes",31,13226.9009068681
"DEC",29882,24,21.733685830935,11,11,13,11,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Rice","yes",31,1468.97306926993
"DEC",5373,108,11.6700167504188,12,11,12,11,12,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Bush Berries","yes",31,141.827062392304
"DEC",171091,109,16.3861395397771,12,11,13,11,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Vineyards","yes",31,6341.24599756209
"DEC",18552,246,12.143326865028,12,11,13,11,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Potatoes","yes",31,509.564551886282
"DEC",17037,277,13.9714738510301,12,12,13,11,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Cucurbit","yes",31,538.401341488685
"DEC",163180,278,14.6953670792989,12,11,12,8,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Tomatoes","yes",31,5423.98094742073
"DEC",44304,279,16.1305976886963,12,11,13,8,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Truck Crops","yes",31,1616.45710952682
"DEC",9307,403,11.1654668529064,12,8,13,8,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Cherries","yes",31,235.048448122436
"DEC",6995,409,19.2749106504646,11,11,13,8,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Olives","yes",31,304.96561836323
"DEC",26707,412,12.4518291084734,13,12,13,11,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pears","yes",31,752.19258130589
"DEC",34,425,9.88235294117647,8,8,12,8,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Citrus","yes",31,0.759993827469408
"DEC",23867,500,14.0377089705451,8,8,12,8,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Almonds","yes",31,757.817892760999
"DEC",687,502,10.9112081513828,12,8,12,8,12,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pistachios","yes",31,16.9551003890199
"DEC",15160,503,11.375,8,8,11,8,12,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Walnuts","yes",31,390.050998743935
"DEC",238623,800,23.8226407345478,13,12,13,11,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pasture","yes",31,12857.9872364507
"DEC",9715,908,12.0799794132784,12,11,13,11,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Turf","yes",31,265.448201221212
"DEC",222529,913,18.2805521976911,13,11,13,8,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Semi-agricultural/ROW","yes",31,9201.24753105851
"DEC",36446,914,16.8352631290128,10,8,12,8,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Other Deciduous","yes",31,1387.84372818757
"DEC",242191,916,16.5099983071212,13,11,13,8,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Fallow","yes",31,9044.31785323165
"DEC",15822,2002,13.0625079003919,12,12,12,10,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Floating Vegetation","no",31,467.475369917381
"DEC",27238,2003,43.5596960129231,12,12,129,10,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Forage Grass","yes",31,2683.68070363713
"DEC",102841,2004,19.1649731138359,12,12,13,11,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Riparian","no",31,4458.05367345742
"DEC",269317,2005,26.2419787833668,12,11,13,8,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Upland Herbaceous","no",31,15985.6807624684
"DEC",338264,2006,34.8711006787598,11,8,12,8,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Urban","no",31,26680.3930686417
"DEC",274361,2007,14.648372035384,12,12,13,11,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Water","no",31,9090.39021713559
"DEC",119754,2008,19.9427159009302,13,11,13,11,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,5401.88231737794
"FEB",6960,0,129,129,129,129,129,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson",NA,"no",28,1834.28187649229
"FEB",387760,1,21.664266556633,14,13,14,12,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Alfalfa","yes",28,17162.2459877273
"FEB",417357,23,15.2940528132989,14,13,14,13,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Corn","yes",28,13040.5951619447
"FEB",29882,24,23.1827186935279,13,13,14,13,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Rice","yes",28,1415.27603226915
"FEB",5373,108,13.5157267820584,14,13,14,13,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Bush Berries","yes",28,148.362235889324
"FEB",171091,109,17.5912701427895,13,13,14,12,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Vineyards","yes",28,6148.81586689596
"FEB",18552,246,13.4829128934886,13,13,14,13,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Potatoes","yes",28,511.024344177582
"FEB",17037,277,15.5311381111698,14,14,14,12,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Cucurbit","yes",28,540.584426676654
"FEB",163180,278,16.1395207746047,13,13,14,11,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Tomatoes","yes",28,5380.52544014334
"FEB",44304,279,17.5979595521849,14,13,14,11,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Truck Crops","yes",28,1592.84082667957
"FEB",9307,403,12.5489416568174,13,10,14,10,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Cherries","yes",28,238.607416912996
"FEB",6995,409,20.9140814867763,13,13,14,11,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Olives","yes",28,298.877787623144
"FEB",26707,412,13.5818699217434,14,13,14,13,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pears","yes",28,741.057314601629
"FEB",34,425,11.7352941176471,11,10,13,10,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Citrus","yes",28,0.815154669785736
"FEB",23867,500,16.3212804290443,11,11,13,11,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Almonds","yes",28,795.827945033422
"FEB",687,502,12.9112081513828,14,10,14,10,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pistachios","yes",28,18.1213581979937
"FEB",15160,503,13.4984168865435,11,11,13,10,13,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Walnuts","yes",28,418.07015289793
"FEB",238623,800,28.6337234885154,18,18,19,16,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pasture","yes",28,13959.0946913072
"FEB",9715,908,17.1051981471951,18,16,18,15,18,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Turf","yes",28,339.49864050372
"FEB",222529,913,23.4620880873954,18,17,19,13,20,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Semi-agricultural/ROW","yes",28,10666.4622936791
"FEB",36446,914,18.7948746090106,12,11,14,11,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Other Deciduous","yes",28,1399.44691351852
"FEB",242191,916,21.9057892324653,18,17,19,13,20,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Fallow","yes",28,10838.8705708301
"FEB",15822,2002,24.2669068385792,24,23,24,20,25,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Floating Vegetation","no",28,784.409650673943
"FEB",27238,2003,51.6723327703943,24,24,129,20,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Forage Grass","yes",28,2875.41417329475
"FEB",102841,2004,25.0694081154403,19,18,19,16,20,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Riparian","no",28,5267.17195217745
"FEB",269317,2005,30.9193366924479,18,16,19,13,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Upland Herbaceous","no",28,17012.222797586
"FEB",338264,2006,36.536941560438,13,11,14,10,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Urban","no",28,25249.6344969883
"FEB",274361,2007,25.7840254263543,24,23,25,21,25,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Water","no",28,14452.4083191129
"FEB",119754,2008,25.4047964994906,18,17,19,17,20,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",28,6215.4542504024
"JAN",6960,0,129,129,129,129,129,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson",NA,"no",31,2030.81207754504
"JAN",387760,1,16.0481663915824,7,7,7,7,10,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Alfalfa","yes",31,14075.3503254412
"JAN",417357,23,9.3529424449572,7,7,7,7,10,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Corn","yes",31,8829.30971853593
"JAN",29882,24,17.7384713205274,7,6,10,6,10,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Rice","yes",31,1198.93776244721
"JAN",5373,108,8.27359017308766,7,7,10,7,10,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Bush Berries","yes",31,100.549897637872
"JAN",171091,109,11.8164719359873,7,7,7,7,7,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Vineyards","yes",31,4572.8376221556
"JAN",18552,246,7.47445019404916,7,7,7,7,10,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Potatoes","yes",31,313.646738332955
"JAN",17037,277,9.79133650290544,7,7,10,6,10,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Cucurbit","yes",31,377.31657836104
"JAN",163180,278,10.4384176982473,7,7,7,6,10,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Tomatoes","yes",31,3852.76382760586
"JAN",44304,279,12.2175424340917,7,7,7,6,10,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Truck Crops","yes",31,1224.3274371893
"JAN",9307,403,6.75136993660685,7,6,7,6,7,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Cherries","yes",31,142.125631395953
"JAN",6995,409,15.6832022873481,7,7,7,6,10,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Olives","yes",31,248.137984668762
"JAN",26707,412,7,7,7,7,7,7,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pears","yes",31,422.857398963031
"JAN",34,425,7.08823529411765,6,6,7,6,10,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Citrus","yes",31,0.545114620297998
"JAN",23867,500,11.1806678677672,6,6,7,6,10,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Almonds","yes",31,603.582121626143
"JAN",687,502,6.72780203784571,7,6,7,6,7,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pistachios","yes",31,10.4544389004869
"JAN",15160,503,9.07447229551451,6,6,9,6,10,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Walnuts","yes",31,311.165448961723
"JAN",238623,800,22.1075671666185,11,10,11,9,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pasture","yes",31,11932.2966595018
"JAN",9715,908,10.1904271744725,11,9,11,9,11,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Turf","yes",31,223.926752736522
"JAN",222529,913,18.4196846253747,13,11,13,8,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Semi-agricultural/ROW","yes",31,9271.27779561887
"JAN",36446,914,13.7586017669977,7,6,7,6,10,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Other Deciduous","yes",31,1134.21388336079
"JAN",242191,916,16.6975775317828,13,11,13,8,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Fallow","yes",31,9147.07535198741
"JAN",15822,2002,15.9283908481861,15,15,15,13,16,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Floating Vegetation","no",31,570.03834644349
"JAN",27238,2003,43.4991555914531,12,12,129,10,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Forage Grass","yes",31,2679.95085297791
"JAN",102841,2004,18.091004560438,11,11,12,10,12,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Riparian","no",31,4208.23284531355
"JAN",269317,2005,26.3707898127485,13,11,13,8,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Upland Herbaceous","no",31,16064.1478632683
"JAN",338264,2006,32.6538857223943,8,6,9,6,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Urban","no",31,24983.9692276376
"JAN",274361,2007,17.4221591261149,15,15,16,13,16,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Water","no",31,10811.7287367396
"JAN",119754,2008,20.1474272258129,13,11,13,11,14,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,5457.33246226012
"JUL",6960,0,129,129,129,129,129,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson",NA,"no",31,2030.81207754504
"JUL",387760,1,60.2510754074685,56,55,58,48,67,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Alfalfa","yes",31,52844.3544983131
"JUL",417357,23,64.3237851527589,65,63,67,57,68,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Corn","yes",31,60722.5613462942
"JUL",29882,24,60.4054280168663,53,51,58,50,61,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Rice","yes",31,4082.78410228048
"JUL",5373,108,40.465289410013,41,38,41,38,43,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Bush Berries","yes",31,491.779339191663
"JUL",171091,109,34.5931755615433,32,29,33,27,34,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Vineyards","yes",31,13387.1578195765
"JUL",18552,246,41.5329883570505,42,38,45,38,45,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Potatoes","yes",31,1742.82870220753
"JUL",17037,277,42.8655279685391,43,43,44,37,44,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Cucurbit","yes",31,1651.85563155032
"JUL",163180,278,49.1876149037872,50,45,52,33,52,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Tomatoes","yes",31,18154.8840969774
"JUL",44304,279,43.3129288551824,43,38,44,29,45,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Truck Crops","yes",31,4340.41522413344
"JUL",9307,403,47.487589986032,54,31,56,31,57,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Cherries","yes",31,999.679142693964
"JUL",6995,409,52.8002859185132,46,46,53,35,55,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Olives","yes",31,835.400595981834
"JUL",26707,412,54.3858164526154,56,54,57,48,57,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pears","yes",31,3285.34926937625
"JUL",34,425,40.5,35,31,52,31,52,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Citrus","yes",31,3.11461756078981
"JUL",23867,500,44.7286211086437,35,35,52,35,54,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Almonds","yes",31,2414.64967437213
"JUL",687,502,47.7394468704512,54,31,54,31,54,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pistachios","yes",31,74.1830879747446
"JUL",15160,503,41.7495382585752,35,35,47,31,53,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Walnuts","yes",31,1431.59992042685
"JUL",238623,800,60.8972186251954,56,54,57,48,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pasture","yes",31,32868.5500714693
"JUL",9715,908,51.6670097786927,54,48,54,44,55,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Turf","yes",31,1135.34256467004
"JUL",222529,913,38.7854122384049,36,32,37,24,38,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Semi-agricultural/ROW","yes",31,19522.0677548671
"JUL",36446,914,47.7565988037096,43,35,53,35,57,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Other Deciduous","yes",31,3936.89695381584
"JUL",242191,916,37.6262371434116,36,32,37,24,38,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Fallow","yes",31,20611.9735457091
"JUL",15822,2002,78.5491720389331,80,78,81,68,83,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Floating Vegetation","no",31,2811.08371651226
"JUL",27238,2003,40.6098098245099,8,7,129,7,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Forage Grass","yes",31,2501.94039398433
"JUL",102841,2004,64.1506403088262,62,59,64,53,65,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Riparian","no",31,14922.3792793606
"JUL",269317,2005,44.4267907335965,35,31,37,24,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Upland Herbaceous","no",31,27063.2218641382
"JUL",338264,2006,42.9700884516236,22,17,26,15,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Urban","no",31,32877.0479786413
"JUL",274361,2007,80.0473718932355,81,78,83,70,84,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Water","no",31,49675.2707132213
"JUL",119754,2008,40.8594201446298,36,32,37,32,38,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",31,11067.5888015482
"JUN",6960,0,129,129,129,129,129,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson",NA,"no",30,1965.30201052746
"JUN",387760,1,59.9185088714669,57,55,58,42,61,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Alfalfa","yes",30,50857.4232356511
"JUN",417357,23,42.0050196833886,41,41,43,37,44,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Corn","yes",30,38374.1919032743
"JUN",29882,24,80.7193293621578,75,73,82,70,87,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Rice","yes",30,5279.80101243296
"JUN",5373,108,41.465289410013,42,39,42,39,44,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Bush Berries","yes",30,487.676569134193
"JUN",171091,109,35.5749454968409,33,30,34,28,35,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Vineyards","yes",30,13322.9916778958
"JUN",18552,246,42.5902867615351,43,39,46,39,46,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Potatoes","yes",30,1729.54413268301
"JUN",17037,277,44.3082115395903,44,44,46,38,46,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Cucurbit","yes",30,1652.37148757569
"JUN",163180,278,47.7656330432651,49,43,50,32,51,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Tomatoes","yes",30,17061.3273296436
"JUN",44304,279,44.5301101480679,44,39,45,29,46,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Truck Crops","yes",30,4318.44165451887
"JUN",9307,403,45.7581390351348,52,31,53,31,54,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Cherries","yes",30,932.198534845116
"JUN",6995,409,51.0007147962831,44,44,51,34,52,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Olives","yes",30,780.898035569445
"JUN",26707,412,51.7916276631595,53,52,54,46,54,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pears","yes",30,3027.71515599613
"JUN",34,425,39.3823529411765,34,31,50,31,50,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Citrus","yes",30,2.93096697863346
"JUN",23867,500,43.3625508023631,34,34,50,34,52,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Almonds","yes",30,2265.39012626217
"JUN",687,502,46.2838427947598,52,31,52,31,52,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pistachios","yes",30,69.6011628227096
"JUN",15160,503,40.4421503957784,34,34,45,31,51,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Walnuts","yes",30,1342.03483756618
"JUN",238623,800,62.3416896108087,57,55,59,49,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pasture","yes",30,32562.7607616392
"JUN",9715,908,53.0141019042717,55,49,56,45,57,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Turf","yes",30,1127.36503729615
"JUN",222529,913,39.804079468294,37,33,38,24,39,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Semi-agricultural/ROW","yes",30,19388.5151106785
"JUN",36446,914,46.339570871975,41,34,51,34,54,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Other Deciduous","yes",30,3696.85338497253
"JUN",242191,916,38.5555656485997,37,33,38,24,39,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Fallow","yes",30,20439.742863122
"JUN",15822,2002,80.6290608014157,82,80,83,70,85,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Floating Vegetation","no",30,2792.43665213848
"JUN",27238,2003,42.889676187679,10,10,129,9,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Forage Grass","yes",30,2557.16252612546
"JUN",102841,2004,65.8067599498255,63,61,66,55,66,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Riparian","no",30,14813.8228876102
"JUN",269317,2005,45.458006735557,36,32,38,24,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Upland Herbaceous","no",30,26798.1309680028
"JUN",338264,2006,43.84763971336,23,19,27,17,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Urban","no",30,32466.266499265
"JUN",274361,2007,82.0582334952854,83,80,85,72,86,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Water","no",30,49280.4754442537
"JUN",119754,2008,41.7866543079981,37,33,38,33,39,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Wet herbaceous/sub irrigated pasture","yes",30,10953.6277417119
"MAR",6960,0,129,129,129,129,129,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson",NA,"no",31,2030.81207754504
"MAR",387760,1,26.1096941407056,17,17,22,16,24,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Alfalfa","yes",31,22900.0050817839
"MAR",417357,23,20.1456738475693,17,17,19,17,24,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Corn","yes",31,19017.8005409092
"MAR",29882,24,28.4239006759922,19,16,23,16,24,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Rice","yes",31,1921.16261095506
"MAR",5373,108,21.2607481853713,20,20,24,18,24,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Bush Berries","yes",31,258.384330021251
"MAR",171091,109,23.041171072704,17,17,22,17,23,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Vineyards","yes",31,8916.66603285348
"MAR",18552,246,20.3879905131522,20,19,23,19,23,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Potatoes","yes",31,855.531384864208
"MAR",17037,277,22.2684744966837,19,19,24,17,24,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Cucurbit","yes",31,858.132554214178
"MAR",163180,278,20.9240041671774,17,17,19,14,24,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Tomatoes","yes",31,7722.93739476539
"MAR",44304,279,23.7778304442037,19,18,24,14,24,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Truck Crops","yes",31,2382.79100455098
"MAR",9307,403,16.6418824540668,17,13,18,13,21,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Cherries","yes",31,350.334535599484
"MAR",6995,409,28.7811293781272,23,21,23,14,24,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Olives","yes",31,455.372015837652
"MAR",26707,412,18.0055790616692,18,17,18,17,20,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pears","yes",31,1087.68461840581
"MAR",34,425,17.0588235294118,14,13,20,13,24,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Citrus","yes",31,1.31189410694124
"MAR",23867,500,19.8522646331755,14,14,17,14,24,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Almonds","yes",31,1071.71343859699
"MAR",687,502,15.9112081513828,17,13,17,13,17,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pistachios","yes",31,24.7246801430598
"MAR",15160,503,18.6859498680739,14,14,23,13,23,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Walnuts","yes",31,640.744915034841
"MAR",238623,800,38.5478809670484,30,29,30,26,129,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Pasture","yes",31,20805.7606622819
"MAR",9715,908,28.3258878023675,29,26,30,25,30,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Turf","yes",31,622.439468470228
"MAR",222529,913,30.8639503165879,27,25,28,18,28,"detaw","legal",2015,"data/dsa_legal/detaw-legal-2015.geojson","Semi-agricultural/ROW","yes",31,15534.9162092098
