"Crop","Station_ID","count","date","max","mean","min","model","stdDev"
"pasture","D03",9,2016-09-19,3.7,3.63777777777778,3.58,"ucdpt",0.0332591767712904
"corn","D11",9,2016-09-19,1.25,1.18666666666667,1.11,"ucdpt",0.0485340659285433
"alfalfa","D02",9,2016-09-19,2.26,2.13444444444444,2.04,"ucdpt",0.0684934889218713
"pasture","D12",9,2016-09-20,2.99,2.62,2.25,"ucdpt",0.26059760380923
"alfalfa","D14",9,2016-09-20,3.18,2.71333333333333,2.52,"ucdpt",0.206720423116176
"pasture","D04",9,2016-09-20,4.01,3.60555555555556,3.25,"ucdpt",0.279567567309515
"corn","D06",9,2016-09-20,2.22,2.00777777777778,1.74,"ucdpt",0.166251334349049
"alfalfa","D10",9,2016-09-20,2.86,2.63777777777778,2.26,"ucdpt",0.201867821318679
"corn","D09",9,2016-09-20,4.73,4.66444444444444,4.57,"ucdpt",0.0537713494780883
"alfalfa","D13",9,2016-09-20,3.72,3.57333333333333,3.43,"ucdpt",0.109949483349791
"corn","D01",9,2016-09-20,1.51,1.40666666666667,1.36,"ucdpt",0.0457043640026808
"pasture","D05",9,2016-09-20,3.58,3.48555555555556,3.37,"ucdpt",0.0697791931915859
"alfalfa","D07",9,2016-09-20,4.73,4.67555555555556,4.6,"ucdpt",0.0494662873100004
"corn","D08",9,2016-09-20,2.82,2.68888888888889,2.46,"ucdpt",0.111797877583159
"pasture","D03",9,2016-09-20,4.17,4.09666666666667,4.04,"ucdpt",0.0349602949390885
"corn","D11",9,2016-09-20,1.33,1.26555555555556,1.19,"ucdpt",0.0476354469116161
"alfalfa","D02",9,2016-09-20,2.59,2.44777777777778,2.33,"ucdpt",0.0802465337123034
"pasture","D12",9,2016-09-21,2.93,2.54,2.16,"ucdpt",0.26729093595639
"alfalfa","D14",9,2016-09-21,2.92,2.50777777777778,2.34,"ucdpt",0.182743157815548
"pasture","D04",9,2016-09-21,3.89,3.48111111111111,3.13,"ucdpt",0.279580814969059
"corn","D06",9,2016-09-21,2.09,1.89222222222222,1.64,"ucdpt",0.155619034666767
"alfalfa","D10",9,2016-09-21,2.85,2.62888888888889,2.24,"ucdpt",0.202563814057281
"corn","D09",9,2016-09-21,4.56,4.49,4.4,"ucdpt",0.0531245915017173
"alfalfa","D13",9,2016-09-21,3.48,3.34666666666667,3.22,"ucdpt",0.0997775303139742
"corn","D01",9,2016-09-21,1.37,1.27222222222222,1.23,"ucdpt",0.0428894645902618
"pasture","D05",9,2016-09-21,3.48,3.38333333333333,3.28,"ucdpt",0.0668331255192339
"alfalfa","D07",9,2016-09-21,4.39,4.33555555555556,4.26,"ucdpt",0.0505769185632797
"corn","D08",9,2016-09-21,2.44,2.32888888888889,2.12,"ucdpt",0.100049370528802
"pasture","D03",9,2016-09-21,3.95,3.88111111111111,3.82,"ucdpt",0.0354163943344584
"corn","D11",9,2016-09-21,1.2,1.13777777777778,1.08,"ucdpt",0.0402154690463362
"alfalfa","D02",9,2016-09-21,2.47,2.33333333333333,2.21,"ucdpt",0.0797217382873636
"pasture","D12",9,2016-09-22,2.36,2.02222222222222,1.7,"ucdpt",0.225870059880935
"alfalfa","D14",9,2016-09-22,2.18,1.89555555555556,1.77,"ucdpt",0.127114219076223
"pasture","D04",9,2016-09-22,3.02,2.69333333333333,2.41,"ucdpt",0.220151463012775
"corn","D06",9,2016-09-22,1.63,1.46666666666667,1.28,"ucdpt",0.118977121983834
"alfalfa","D10",9,2016-09-22,2.33,2.14666666666667,1.82,"ucdpt",0.167066187815219
"corn","D09",9,2016-09-22,3.59,3.53777777777778,3.47,"ucdpt",0.0396590406612454
"alfalfa","D13",9,2016-09-22,2.81,2.71444444444444,2.62,"ucdpt",0.0745521608765186
"corn","D01",9,2016-09-22,1.04,0.966666666666667,0.93,"ucdpt",0.0312694383988275
"pasture","D05",9,2016-09-22,2.84,2.75444444444444,2.68,"ucdpt",0.0529383522203071
"alfalfa","D07",9,2016-09-22,3.35,3.30333333333333,3.24,"ucdpt",0.0434613493680124
"corn","D08",9,2016-09-22,1.72,1.64222222222222,1.49,"ucdpt",0.0719224548119221
"pasture","D03",9,2016-09-22,2.99,2.93,2.88,"ucdpt",0.0309120616516036
"corn","D11",9,2016-09-22,0.85,0.812222222222222,0.77,"ucdpt",0.0261524495465318
"alfalfa","D02",9,2016-09-22,1.89,1.78,1.68,"ucdpt",0.0637704215656966
"pasture","D12",9,2016-09-23,2.52,2.13,1.77,"ucdpt",0.254776590586952
"alfalfa","D14",9,2016-09-23,2.15,1.89,1.76,"ucdpt",0.116714276000077
"pasture","D04",9,2016-09-23,3.04,2.70111111111111,2.41,"ucdpt",0.226050360389224
"corn","D06",9,2016-09-23,1.66,1.48444444444444,1.3,"ucdpt",0.119732211493543
"alfalfa","D10",9,2016-09-23,2.5,2.30555555555556,1.95,"ucdpt",0.178892339511234
"corn","D09",9,2016-09-23,3.71,3.65,3.58,"ucdpt",0.0426874949161877
"alfalfa","D13",9,2016-09-23,2.97,2.85333333333333,2.76,"ucdpt",0.0767390962214736
"corn","D01",9,2016-09-23,1.01,0.943333333333333,0.91,"ucdpt",0.0301846171271255
"pasture","D05",9,2016-09-23,3.07,2.97777777777778,2.91,"ucdpt",0.0551317165780125
"alfalfa","D07",9,2016-09-23,3.46,3.41555555555556,3.34,"ucdpt",0.0471666339483763
"corn","D08",9,2016-09-23,1.61,1.54,1.4,"ucdpt",0.0639444203108451
"pasture","D03",9,2016-09-23,3.13,3.06666666666667,3.02,"ucdpt",0.0362092683039912
"corn","D11",9,2016-09-23,0.84,0.798888888888889,0.76,"ucdpt",0.0251415744421883
"alfalfa","D02",9,2016-09-23,2.01,1.89888888888889,1.78,"ucdpt",0.070307964531359
"pasture","D12",9,2016-09-24,2.6,2.17111111111111,1.78,"ucdpt",0.275900321954002
"alfalfa","D14",9,2016-09-24,2.04,1.82222222222222,1.68,"ucdpt",0.101737983486748
"pasture","D04",9,2016-09-24,2.99,2.65,2.36,"ucdpt",0.226077666104174
"corn","D06",9,2016-09-24,1.58,1.40777777777778,1.24,"ucdpt",0.110632301670168
"alfalfa","D10",9,2016-09-24,2.52,2.31777777777778,1.95,"ucdpt",0.182195119935733
"corn","D09",9,2016-09-24,3.58,3.52222222222222,3.46,"ucdpt",0.041305845100965
"alfalfa","D13",9,2016-09-24,2.78,2.66777777777778,2.59,"ucdpt",0.0682768510921578
"corn","D01",9,2016-09-24,0.87,0.818888888888889,0.79,"ucdpt",0.0233068632926702
"pasture","D05",9,2016-09-24,2.83,2.73777777777778,2.68,"ucdpt",0.0518068587861217
"alfalfa","D07",9,2016-09-24,3.31,3.26111111111111,3.18,"ucdpt",0.051086950811499
"corn","D08",9,2016-09-24,1.38,1.31666666666667,1.19,"ucdpt",0.0584997625826118
"pasture","D03",9,2016-09-24,3.1,3.03333333333333,2.98,"ucdpt",0.0444722135470448
"corn","D11",9,2016-09-24,0.77,0.734444444444444,0.7,"ucdpt",0.0226623089493015
"alfalfa","D02",9,2016-09-24,2.01,1.89666666666667,1.77,"ucdpt",0.073936910042734
"pasture","D12",9,2016-09-25,2.44,2.01111111111111,1.63,"ucdpt",0.271761514912713
"alfalfa","D14",9,2016-09-25,1.76,1.59666666666667,1.46,"ucdpt",0.0820568908339417
"pasture","D04",9,2016-09-25,2.73,2.41333333333333,2.14,"ucdpt",0.210343634190447
"corn","D06",9,2016-09-25,1.41,1.24777777777778,1.1,"ucdpt",0.0984070658910418
"alfalfa","D10",9,2016-09-25,2.37,2.18333333333333,1.82,"ucdpt",0.174164673034845
"corn","D09",9,2016-09-25,3.24,3.18222222222222,3.13,"ucdpt",0.0390946935239187
"alfalfa","D13",9,2016-09-25,2.5,2.39666666666667,2.33,"ucdpt",0.0579271573232697
"corn","D01",9,2016-09-25,0.73,0.692222222222222,0.68,"ucdpt",0.0161780219761801
"pasture","D05",9,2016-09-25,2.63,2.53333333333333,2.47,"ucdpt",0.0512076383191106
"alfalfa","D07",9,2016-09-25,2.9,2.85444444444444,2.77,"ucdpt",0.0510144012589006
"corn","D08",9,2016-09-25,1.07,1.01777777777778,0.92,"ucdpt",0.0431477507532164
"pasture","D03",9,2016-09-25,2.77,2.70777777777778,2.66,"ucdpt",0.044165793143028
"corn","D11",9,2016-09-25,0.64,0.611111111111111,0.59,"ucdpt",0.0166295883856601
"alfalfa","D02",9,2016-09-25,1.82,1.71888888888889,1.6,"ucdpt",0.0695132991983
"pasture","D12",9,2016-09-26,2.63,2.14,1.71,"ucdpt",0.308436919536771
"alfalfa","D14",9,2016-09-26,1.74,1.60777777777778,1.46,"ucdpt",0.0758328245811153
"pasture","D04",9,2016-09-26,2.85,2.50888888888889,2.22,"ucdpt",0.222383274972861
"corn","D06",9,2016-09-26,1.46,1.29111111111111,1.15,"ucdpt",0.0991569400769919
"alfalfa","D10",9,2016-09-26,2.62,2.41222222222222,2,"ucdpt",0.195208024526413
"corn","D09",9,2016-09-26,3.44,3.37777777777778,3.31,"ucdpt",0.0434044999658314
"alfalfa","D13",9,2016-09-26,2.67,2.54888888888889,2.48,"ucdpt",0.0633235859945448
"corn","D01",9,2016-09-26,0.71,0.68,0.66,"ucdpt",0.0149071198499945
"pasture","D05",9,2016-09-26,2.86,2.74777777777778,2.68,"ucdpt",0.0586473032017716
"alfalfa","D07",9,2016-09-26,3.01,2.95222222222222,2.86,"ucdpt",0.0567211067470839
"corn","D08",9,2016-09-26,0.97,0.908888888888889,0.81,"ucdpt",0.0440818542775019
"pasture","D03",9,2016-09-26,2.93,2.84333333333333,2.78,"ucdpt",0.0553774924194606
"corn","D11",9,2016-09-26,0.63,0.6,0.58,"ucdpt",0.0156347191994153
"alfalfa","D02",9,2016-09-26,1.94,1.83222222222222,1.7,"ucdpt",0.0765619252308969
"pasture","D12",9,2016-09-27,2.77,2.22444444444444,1.76,"ucdpt",0.33931666989574
"alfalfa","D14",9,2016-09-27,1.69,1.58888888888889,1.44,"ucdpt",0.0723332479944889
"pasture","D04",9,2016-09-27,2.87,2.52333333333333,2.23,"ucdpt",0.226323269290239
"corn","D06",9,2016-09-27,1.46,1.28555555555556,1.15,"ucdpt",0.097195234349462
"alfalfa","D10",9,2016-09-27,2.74,2.52444444444444,2.09,"ucdpt",0.202710034346334
"corn","D09",9,2016-09-27,3.46,3.39888888888889,3.32,"ucdpt",0.0474796902649321
"alfalfa","D13",9,2016-09-27,2.68,2.55333333333333,2.48,"ucdpt",0.0625388767976423
"corn","D01",9,2016-09-27,0.64,0.623333333333333,0.6,"ucdpt",0.010540925533901
"pasture","D05",9,2016-09-27,2.84,2.72666666666667,2.65,"ucdpt",0.0612825877028464
"alfalfa","D07",9,2016-09-27,3.01,2.94888888888889,2.85,"ucdpt",0.0617241973881184
"corn","D08",9,2016-09-27,0.84,0.778888888888889,0.69,"ucdpt",0.0398453801712029
"pasture","D03",9,2016-09-27,3.01,2.91666666666667,2.84,"ucdpt",0.0614636297152785
"corn","D11",9,2016-09-27,0.61,0.576666666666667,0.56,"ucdpt",0.0182574185835032
"alfalfa","D02",9,2016-09-27,2,1.88666666666667,1.74,"ucdpt",0.0836660026534091
"pasture","D12",9,2016-09-28,2.83,2.24444444444444,1.76,"ucdpt",0.362034716294539
"alfalfa","D14",9,2016-09-28,1.61,1.52888888888889,1.37,"ucdpt",0.0715610763915816
"pasture","D04",9,2016-09-28,2.75,2.41,2.12,"ucdpt",0.221007792723342
"corn","D06",9,2016-09-28,1.41,1.23555555555556,1.11,"ucdpt",0.0928692164176319
"alfalfa","D10",9,2016-09-28,2.8,2.58222222222222,2.13,"ucdpt",0.207513200532065
"corn","D09",9,2016-09-28,3.41,3.35,3.26,"ucdpt",0.0492160768673953
"alfalfa","D13",9,2016-09-28,2.7,2.56333333333333,2.49,"ucdpt",0.0646357314322157
"corn","D01",9,2016-09-28,0.58,0.565555555555556,0.54,"ucdpt",0.0106574033851349
"pasture","D05",9,2016-09-28,2.9,2.78,2.7,"ucdpt",0.0671648055987213
"alfalfa","D07",9,2016-09-28,3.03,2.96111111111111,2.85,"ucdpt",0.0682225841466846
"corn","D08",9,2016-09-28,0.72,0.666666666666667,0.59,"ucdpt",0.0359010987142308
"pasture","D03",9,2016-09-28,3.11,2.99777777777778,2.91,"ucdpt",0.0697260955099494
"corn","D11",9,2016-09-28,0.59,0.553333333333333,0.53,"ucdpt",0.0176383420737658
"alfalfa","D02",9,2016-09-28,2.08,1.96333333333333,1.8,"ucdpt",0.0921351664072305
"pasture","D12",9,2016-09-29,2.82,2.21444444444444,1.71,"ucdpt",0.376419125476763
"alfalfa","D14",9,2016-09-29,1.55,1.45444444444444,1.3,"ucdpt",0.0713537527022339
"pasture","D04",9,2016-09-29,2.65,2.31555555555556,2.04,"ucdpt",0.213130690793294
"corn","D06",9,2016-09-29,1.34,1.17111111111111,1.06,"ucdpt",0.0882476873407307
"alfalfa","D10",9,2016-09-29,2.82,2.59888888888889,2.14,"ucdpt",0.208136944472432
"corn","D09",9,2016-09-29,3.32,3.26,3.17,"ucdpt",0.0483045891539657
"alfalfa","D13",9,2016-09-29,2.64,2.50777777777778,2.43,"ucdpt",0.0632065006814426
"corn","D01",9,2016-09-29,0.52,0.51,0.48,"ucdpt",0.0124721912892497
"pasture","D05",9,2016-09-29,2.88,2.75777777777778,2.67,"ucdpt",0.0674582632740235
"alfalfa","D07",9,2016-09-29,2.97,2.89888888888889,2.79,"ucdpt",0.0691928776753013
"corn","D08",9,2016-09-29,0.61,0.553333333333333,0.48,"ucdpt",0.0359010987142281
"pasture","D03",9,2016-09-29,3.07,2.94888888888889,2.85,"ucdpt",0.0741536609487264
"corn","D11",9,2016-09-29,0.55,0.52,0.49,"ucdpt",0.0169967317119765
"alfalfa","D02",9,2016-09-29,2.08,1.96777777777778,1.8,"ucdpt",0.0957749419533749
"pasture","D12",9,2016-09-30,2.79,2.16555555555556,1.66,"ucdpt",0.385057314957744
"alfalfa","D14",9,2016-09-30,1.48,1.38111111111111,1.23,"ucdpt",0.069991181102328
"pasture","D04",9,2016-09-30,2.57,2.24555555555556,1.97,"ucdpt",0.210402318909441
"corn","D06",9,2016-09-30,1.27,1.10666666666667,1,"ucdpt",0.0828653526310391
"alfalfa","D10",9,2016-09-30,2.8,2.58,2.12,"ucdpt",0.207632153365297
"corn","D09",9,2016-09-30,3.21,3.14666666666667,3.05,"ucdpt",0.0505525029603394
"alfalfa","D13",9,2016-09-30,2.54,2.41,2.34,"ucdpt",0.0618241233032965
"corn","D01",9,2016-09-30,0.49,0.472222222222222,0.44,"ucdpt",0.0139664500999737
"pasture","D05",9,2016-09-30,2.82,2.69666666666667,2.61,"ucdpt",0.0687992248018287
"alfalfa","D07",9,2016-09-30,2.82,2.74888888888889,2.64,"ucdpt",0.0691928776752899
"corn","D08",9,2016-09-30,0.52,0.467777777777778,0.41,"ucdpt",0.0322413736189931
"pasture","D03",9,2016-09-30,2.94,2.81555555555556,2.71,"ucdpt",0.0754410897634235
"corn","D11",9,2016-09-30,0.51,0.481111111111111,0.45,"ucdpt",0.0172848324290054
"alfalfa","D02",9,2016-09-30,2,1.89666666666667,1.73,"ucdpt",0.0947511360236814
"pasture","D12",9,2016-05-01,4,3.46666666666667,2.9,"disalexi",0.413655788199694
"alfalfa","D14",9,2016-05-01,3.9,3.47777777777778,3,"disalexi",0.322413736189926
"pasture","D04",9,2016-05-01,5.7,5.3,4.9,"disalexi",0.286744175568073
"corn","D06",9,2016-05-01,4,3.47777777777778,3.2,"disalexi",0.265739127624475
"alfalfa","D10",9,2016-05-01,3.6,3.26666666666667,2.8,"disalexi",0.24944382578493
"corn","D09",9,2016-05-01,3.6,3.01111111111111,2.1,"disalexi",0.548623417583488
"alfalfa","D13",9,2016-05-01,4.4,4.05555555555556,3.8,"disalexi",0.170692127730422
"corn","D01",9,2016-05-01,3.4,2.76666666666667,2.5,"disalexi",0.270801280154531
"pasture","D05",9,2016-05-01,4.3,2.93333333333333,2.4,"disalexi",0.669991708074725
"alfalfa","D07",9,2016-05-01,5.5,5.26666666666667,5.1,"disalexi",0.133333333333308
"corn","D08",9,2016-05-01,4.5,4.06666666666667,3.7,"disalexi",0.290593262902704
"pasture","D03",9,2016-05-01,5,4.61111111111111,4.3,"disalexi",0.21829869671541
"corn","D11",9,2016-05-01,3.3,2.76666666666667,2.2,"disalexi",0.371184290855334
"alfalfa","D02",9,2016-05-01,4.9,4.74444444444444,4.6,"disalexi",0.0831479419283163
"pasture","D12",9,2016-05-02,4,3.46666666666667,2.9,"disalexi",0.402768199119818
"alfalfa","D14",9,2016-05-02,3.9,3.48888888888889,3,"disalexi",0.317785547690556
"pasture","D04",9,2016-05-02,5.8,5.47777777777778,5.1,"disalexi",0.239340658094886
"corn","D06",9,2016-05-02,4.2,3.58888888888889,3.3,"disalexi",0.321262939884471
"alfalfa","D10",9,2016-05-02,3.5,3.17777777777778,2.7,"disalexi",0.239340658094872
"corn","D09",9,2016-05-02,3.5,2.94444444444444,2,"disalexi",0.575637059866162
"alfalfa","D13",9,2016-05-02,4.3,3.96666666666667,3.7,"disalexi",0.18257418583505
"corn","D01",9,2016-05-02,3.5,2.82222222222222,2.5,"disalexi",0.289742329120119
"pasture","D05",9,2016-05-02,4.2,2.87777777777778,2.3,"disalexi",0.666296193358442
"alfalfa","D07",9,2016-05-02,5.3,5.06666666666667,4.9,"disalexi",0.13333333333332
"corn","D08",9,2016-05-02,4.5,4.07777777777778,3.7,"disalexi",0.301027048536541
"pasture","D03",9,2016-05-02,4.9,4.52222222222222,4.2,"disalexi",0.209644025156811
"corn","D11",9,2016-05-02,3.2,2.72222222222222,2.1,"disalexi",0.444166579806815
"alfalfa","D02",9,2016-05-02,4.8,4.73333333333333,4.6,"disalexi",0.0666666666667548
"pasture","D12",9,2016-05-03,3,2.47777777777778,2,"disalexi",0.358322566591045
"alfalfa","D14",9,2016-05-03,3.1,2.72222222222222,2.3,"disalexi",0.342467444609388
"pasture","D04",9,2016-05-03,4.2,3.78888888888889,3.4,"disalexi",0.255796987404922
"corn","D06",9,2016-05-03,3,2.55555555555556,2.4,"disalexi",0.245452467048611
"alfalfa","D10",9,2016-05-03,2.5,2.24444444444444,1.9,"disalexi",0.189215404065845
"corn","D09",9,2016-05-03,2.5,2.01111111111111,1.2,"disalexi",0.493163133803825
"alfalfa","D13",9,2016-05-03,3.4,2.98888888888889,2.7,"disalexi",0.233068632926698
"corn","D01",9,2016-05-03,2.6,1.94444444444444,1.6,"disalexi",0.279329001999479
"pasture","D05",9,2016-05-03,3.5,2.14444444444444,1.6,"disalexi",0.653386241243961
"alfalfa","D07",9,2016-05-03,4.3,4.12222222222222,3.9,"disalexi",0.122726233524303
"corn","D08",9,2016-05-03,3.6,3.2,2.7,"disalexi",0.333333333333329
"pasture","D03",9,2016-05-03,3.8,3.33333333333333,3,"disalexi",0.230940107675844
"corn","D11",9,2016-05-03,2.2,1.75555555555556,1.2,"disalexi",0.397523195999965
"alfalfa","D02",9,2016-05-03,3.5,3.44444444444444,3.3,"disalexi",0.0684934889218886
"pasture","D12",9,2016-05-04,2.6,2.11111111111111,1.7,"disalexi",0.328107179116297
"alfalfa","D14",9,2016-05-04,2.9,2.43333333333333,2,"disalexi",0.402768199119821
"pasture","D04",9,2016-05-04,3.5,3.1,2.7,"disalexi",0.26666666666667
"corn","D06",9,2016-05-04,2.6,2.13333333333333,1.9,"disalexi",0.235702260395516
"alfalfa","D10",9,2016-05-04,2.1,1.84444444444444,1.6,"disalexi",0.164053589558148
"corn","D09",9,2016-05-04,2,1.61111111111111,0.9,"disalexi",0.450788061668907
"alfalfa","D13",9,2016-05-04,2.9,2.5,2.2,"disalexi",0.244948974278314
"corn","D01",9,2016-05-04,2.1,1.45555555555556,1.2,"disalexi",0.267129228448251
"pasture","D05",9,2016-05-04,3.1,1.77777777777778,1.2,"disalexi",0.656214358232595
"alfalfa","D07",9,2016-05-04,4,3.83333333333333,3.6,"disalexi",0.124721912892471
"corn","D08",9,2016-05-04,3.3,2.92222222222222,2.4,"disalexi",0.339207500499415
"pasture","D03",9,2016-05-04,3.5,3.12222222222222,2.8,"disalexi",0.209644025156811
"corn","D11",9,2016-05-04,2,1.52222222222222,1,"disalexi",0.379408246199198
"alfalfa","D02",9,2016-05-04,3.3,3.21111111111111,3.1,"disalexi",0.0737027731190039
"pasture","D12",9,2016-05-05,1.7,1.22222222222222,0.9,"disalexi",0.301027048536534
"alfalfa","D14",9,2016-05-05,2.2,1.68888888888889,1.1,"disalexi",0.455691036764664
"pasture","D04",9,2016-05-05,2.4,1.94444444444444,1.5,"disalexi",0.323560439523579
"corn","D06",9,2016-05-05,1.9,1.62222222222222,1.4,"disalexi",0.168508343201147
"alfalfa","D10",9,2016-05-05,1.8,1.56666666666667,1.3,"disalexi",0.141421356237311
"corn","D09",9,2016-05-05,1.6,1.27777777777778,0.6,"disalexi",0.399382239013588
"alfalfa","D13",9,2016-05-05,2.6,2.25555555555556,1.9,"disalexi",0.267129228448256
"corn","D01",9,2016-05-05,2,1.35555555555556,1.1,"disalexi",0.267129228448252
"pasture","D05",9,2016-05-05,2.8,1.52222222222222,1,"disalexi",0.628539361054709
"alfalfa","D07",9,2016-05-05,3.3,3.14444444444444,3,"disalexi",0.106574033851402
"corn","D08",9,2016-05-05,2.6,2.16666666666667,1.6,"disalexi",0.36817870057291
"pasture","D03",9,2016-05-05,2.5,2.12222222222222,1.8,"disalexi",0.209644025156813
"corn","D11",9,2016-05-05,1.2,0.688888888888889,0.3,"disalexi",0.299794168071823
"alfalfa","D02",9,2016-05-05,2.2,2.11111111111111,2,"disalexi",0.0737027731190093
"pasture","D12",9,2016-05-06,2.1,1.6,1.3,"disalexi",0.319722101554182
"alfalfa","D14",9,2016-05-06,2.5,2,1.4,"disalexi",0.442216638714054
"pasture","D04",9,2016-05-06,2.3,1.88888888888889,1.5,"disalexi",0.288461221905491
"corn","D06",9,2016-05-06,1.7,1.42222222222222,1.2,"disalexi",0.168508343201145
"alfalfa","D10",9,2016-05-06,1.4,1.23333333333333,1,"disalexi",0.124721912892466
"corn","D09",9,2016-05-06,1.3,0.977777777777778,0.4,"disalexi",0.373505251421591
"alfalfa","D13",9,2016-05-06,2.2,1.84444444444444,1.5,"disalexi",0.275322482074752
"corn","D01",9,2016-05-06,1.3,0.655555555555556,0.4,"disalexi",0.267129228448251
"pasture","D05",9,2016-05-06,2.4,1.07777777777778,0.5,"disalexi",0.633820475420074
"alfalfa","D07",9,2016-05-06,3.7,3.46666666666667,3.3,"disalexi",0.133333333333326
"corn","D08",9,2016-05-06,2.9,2.52222222222222,2,"disalexi",0.364471543707929
"pasture","D03",9,2016-05-06,3.2,2.82222222222222,2.5,"disalexi",0.209644025156815
"corn","D11",9,2016-05-06,1.7,1.23333333333333,0.7,"disalexi",0.343187671366233
"alfalfa","D02",9,2016-05-06,3,2.87777777777778,2.7,"disalexi",0.103040205505497
"pasture","D12",9,2016-05-07,1.5,1.45555555555556,1.4,"disalexi",0.0496903994999952
"alfalfa","D14",9,2016-05-07,3.9,3.45555555555556,3.2,"disalexi",0.231474073955554
"pasture","D04",9,2016-05-07,2,1.9,1.8,"disalexi",0.066666666666666
"corn","D06",9,2016-05-07,1.7,1.62222222222222,1.4,"disalexi",0.122726233524303
"alfalfa","D10",9,2016-05-07,0.9,0.7,0.6,"disalexi",0.105409255338946
"corn","D09",9,2016-05-07,1.6,1.48888888888889,1.4,"disalexi",0.0566557723732576
"alfalfa","D13",9,2016-05-07,1.5,1.08888888888889,0.5,"disalexi",0.381355606705122
"corn","D01",9,2016-05-07,1.5,1.31111111111111,1,"disalexi",0.196889390518548
"pasture","D05",9,2016-05-07,2.5,2.3,2.1,"disalexi",0.115470053837927
"alfalfa","D07",9,2016-05-07,3.8,3.68888888888889,3.6,"disalexi",0.0566557723732228
"corn","D08",9,2016-05-07,3.5,2.74444444444444,1.9,"disalexi",0.505769185632937
"pasture","D03",9,2016-05-07,2.6,2.31111111111111,2,"disalexi",0.213148067702788
"corn","D11",9,2016-05-07,1,0.877777777777778,0.8,"disalexi",0.0785674201318385
"alfalfa","D02",9,2016-05-07,1.3,1.08888888888889,0.8,"disalexi",0.179161283295523
"pasture","D12",9,2016-05-08,2.3,2.17777777777778,2.1,"disalexi",0.0628539361054758
"alfalfa","D14",9,2016-05-08,4.4,4.04444444444444,3.8,"disalexi",0.194999208608725
"pasture","D04",9,2016-05-08,3.3,3.23333333333333,3.1,"disalexi",0.0666666666666719
"corn","D06",9,2016-05-08,2.6,2.46666666666667,2.1,"disalexi",0.156347191994109
"alfalfa","D10",9,2016-05-08,1.5,1.37777777777778,1.3,"disalexi",0.0785674201318347
"corn","D09",9,2016-05-08,2.3,2.24444444444444,2.2,"disalexi",0.0496903994999754
"alfalfa","D13",9,2016-05-08,2.1,1.65555555555556,1,"disalexi",0.413954133559937
"corn","D01",9,2016-05-08,2.2,2.01111111111111,1.7,"disalexi",0.196889390518552
"pasture","D05",9,2016-05-08,3.1,2.9,2.7,"disalexi",0.115470053837934
"alfalfa","D07",9,2016-05-08,4.3,4.27777777777778,4.2,"disalexi",0.0415739709640727
"corn","D08",9,2016-05-08,4.1,3.34444444444444,2.6,"disalexi",0.483301403798476
"pasture","D03",9,2016-05-08,3.3,2.98888888888889,2.7,"disalexi",0.207869854820774
